cong,idno,state,cd,statenm,party,name,dwnom1,dwnom2,bootse1,bootse2,corr12,logl,nchoices,errors,gmp
1,4998,1,0, CONNECT,5000, JOHNSON      ,.99299997,-.118,.31439999,.2342,-.1754,-28.021009,82,15,.71100003
1,2936,1,0, CONNECT,5000, ELLSWORTH    ,.509,.59100002,.1204,.1229,-.063100003,-21.201759,97,12,.80400002
1,507,11,0, DELAWAR,4000, BASSETT      ,.119,-.2,.071000002,.1556,.2212,-33.942921,90,18,.68599999
1,7762,11,0, DELAWAR,5000, READ         ,.23999999,-.296,.0726,.112,-.23119999,-31.685061,96,13,.71899998
1,3128,44,0, GEORGIA,4000, FEW          ,-.55699998,-.60399997,.1048,.084899999,-.23549999,-33.58065,85,27,.67400002
1,3877,44,0, GEORGIA,4000, GUNN         ,-.094999999,-.81199998,.070699997,.14650001,-.1857,-49.877998,83,21,.54799998
1,1536,52,0, MARYLAN,5000, CARROLL      ,.167,-.56400001,.081,.1109,.089100003,-53.0476,95,18,.57200003
1,4333,52,0, MARYLAN,5000, HENRY        ,.15099999,-.639,.072300002,.075999998,-.2395,-43.916279,97,31,.63599998
1,2307,3,0, MASSACH,5000, DALTON       ,.80800003,.53200001,.2475,.1142,-.58179998,-22.39241,99,16,.79799998
1,9028,3,0, MASSACH,5000, STRONG       ,.59600002,.80299997,.1928,.104,-.38769999,-14.80638,82,8,.83499998
1,5449,4,0, NEW HAM,5000, LANGDON      ,.36300001,-.35499999,.063299999,.1219,.0155,-43.816238,83,25,.58999997
1,10272,4,0, NEW HAM,4000, WINGATE      ,-.44,.898,.1928,.1042,.3928,-21.073429,98,13,.80699998
1,2943,12,0, NEW JER,5000, ELMER        ,.405,-.059999999,.0955,.16509999,.2149,-37.271881,86,22,.648
1,7231,12,0, NEW JER,5000, PATERSON     ,.898,.115,.2296,.19760001,-.62040001,-16.622511,72,11,.79400003
1,8282,13,0, NEW YOR,5000, SCHUYLER     ,.917,-.398,.26499999,.14399999,.51380002,-20.85103,94,11,.801
1,5270,13,0, NEW YOR,5000, KING         ,.792,-.271,.1488,.1429,.2093,-22.751949,96,11,.78899997
1,4212,47,0, NORTH C,5000, HAWKINS      ,-.106,-.73000002,.043900002,.094599999,-.069200002,-28.32987,73,18,.67799997
1,5012,47,0, NORTH C,5000, JOHNSTON     ,-.0099999998,-.653,.071199998,.088799998,-.097800002,-33.942959,77,21,.64399999
1,5891,14,0, PENNSYL,4000, MACLAY       ,-.676,.43700001,.17470001,.1873,.62169999,-20.37569,79,8,.773
1,6712,14,0, PENNSYL,5000, MORRIS       ,.61799997,-.58600003,.1109,.081799999,.26109999,-38.065338,97,24,.67500001
1,8845,5,0, RHODE I,4000, STANTON      ,-.082999997,-.041999999,.0625,.22579999,-.024599999,-22.746719,61,13,.68900001
1,3315,5,0, RHODE I,5000, FOSTER       ,.214,.63499999,.0704,.18009999,.27680001,-20.192881,61,11,.71799999
1,1346,48,0, SOUTH C,5000, BUTLER       ,-.43099999,-.90200001,.1148,.1443,-.3576,-51.191849,95,28,.583
1,4837,48,0, SOUTH C,5000, IZARD        ,.33000001,-.58600003,.053100001,.1092,-.2559,-52.448662,99,31,.58899999
1,5565,40,0, VIRGINI,4000, LEE          ,-.354,-.54000002,.086599998,.098800004,.1295,-24.27384,91,10,.76599997
1,9747,40,0, VIRGINI,5000, WALKER       ,.15800001,-.98699999,.1349,.1401,.075300001,-26.333891,58,21,.63499999
2,2936,1,0, CONNECT,5000, ELLSWORTH    ,.509,.59100002,.1204,.1229,-.063100003,-9.8415203,52,2,.82800001
2,8457,1,0, CONNECT,5000, SHERMAN      ,-.50400001,-.082999997,.177,.1978,.2308,-16.813101,52,8,.72399998
2,507,11,0, DELAWAR,5000, BASSETT      ,.119,-.2,.071000002,.1556,.2212,-15.27879,36,7,.65399998
2,7762,11,0, DELAWAR,5000, READ         ,.23999999,-.296,.0726,.112,-.23119999,-17.404261,52,9,.71600002
2,3877,44,0, GEORGIA,4000, GUNN         ,.067000002,-.76800001,.078900002,.1207,-.1726,-16.583799,45,9,.69199997
2,3128,44,0, GEORGIA,4000, FEW          ,-.55699998,-.60399997,.1048,.084899999,-.23549999,-12.56794,49,3,.77399999
2,4333,52,0, MARYLAN,5000, HENRY        ,.15099999,-.639,.072300002,.075999998,-.2395,-9.1504402,51,4,.83600003
2,1536,52,0, MARYLAN,5000, CARROLL      ,.167,-.56400001,.081,.1109,.089100003,-8.2210503,36,4,.796
2,9028,3,0, MASSACH,5000, STRONG       ,.59600002,.80299997,.1928,.104,-.38769999,-17.53598,45,11,.67699999
2,1384,3,0, MASSACH,5000, CABOT        ,.63800001,.36399999,.142,.1591,.078400001,-10.7386,52,4,.81300002
2,5449,4,0, NEW HAM,5000, LANGDON      ,.014,-.32100001,.042599998,.1061,-.036699999,-21.45005,48,10,.63999999
2,10272,4,0, NEW HAM,4000, WINGATE      ,-.44,.898,.1928,.1042,.3928,-4.5044398,51,1,.91500002
2,2576,12,0, NEW JER,5000, DICKINSON    ,.62800002,-.63599998,.2013,.085299999,.31659999,-11.11491,50,5,.801
2,8150,12,0, NEW JER,5000, RUTHERFURD   ,.94800001,-.242,.2166,.1822,.082999997,-18.53429,44,9,.65600002
2,5270,13,0, NEW YOR,5000, KING         ,.74299997,-.27200001,.1429,.117,.2192,-17.13348,46,10,.68900001
2,1302,13,0, NEW YOR,4000, BURR         ,-.77499998,-.63200003,.2186,.1022,-.47299999,-28.378229,46,16,.54000002
2,5012,47,0, NORTH C,5000, JOHNSTON     ,-.0099999998,-.653,.071199998,.088799998,-.097800002,-12.47772,52,8,.787
2,4212,47,0, NORTH C,4000, HAWKINS      ,-.106,-.73000002,.043900002,.094599999,-.069200002,-11.61459,51,5,.796
2,6712,14,0, PENNSYL,5000, MORRIS       ,.61799997,-.58600003,.1109,.081799999,.26109999,-9.7123804,50,5,.82300001
2,8845,5,0, RHODE I,4000, STANTON      ,-.082999997,-.041999999,.0625,.22579999,-.024599999,-13.91485,50,8,.75700003
2,3315,5,0, RHODE I,5000, FOSTER       ,.197,.63499999,.069799997,.1286,.2308,-13.45271,51,9,.76800001
2,1346,48,0, SOUTH C,4000, BUTLER       ,-.43099999,-.90200001,.1148,.1443,-.3576,-10.05347,40,6,.778
2,4837,48,0, SOUTH C,5000, IZARD        ,.33000001,-.58600003,.053100001,.1092,-.2559,-13.61523,51,4,.76599997
2,7989,6,0, VERMONT,4000, ROBINSON     ,-.74699998,.077,.1196,.25139999,-.1857,-9.6341896,49,5,.82200003
2,956,6,0, VERMONT,4000, BRADLEY      ,-.145,-.147,.035399999,.1595,-.060400002,-22.28138,47,11,.62199998
2,6594,40,0, VIRGINI,4000, MONROE       ,-.523,-.81199998,.20720001,.0713,-.50870001,-11.09576,52,5,.80800003
2,5565,40,0, VIRGINI,4000, LEE          ,-.354,-.54000002,.086599998,.098800004,.1295,-9.4954796,32,3,.74299997
3,2936,1,0, CONNECT,5000, ELLSWORTH    ,.509,.59100002,.1204,.1229,-.063100003,-9.2804403,78,4,.88800001
3,6574,1,0, CONNECT,5000, MITCHELL     ,.74699998,-.15000001,.2146,.2667,-.4287,-5.3302002,41,2,.87800002
3,9676,11,0, DELAWAR,5000, VINING       ,.39199999,-.071000002,.1129,.1682,-.3538,-9.0112305,56,5,.85100001
3,4854,44,0, GEORGIA,4000, JACKSON      ,-.347,-.458,.059099998,.1504,.24079999,-23.37606,73,13,.72600001
3,3877,44,0, GEORGIA,4000, GUNN         ,.229,-.72399998,.1065,.1073,-.23360001,-26.075279,54,16,.61699998
3,2866,51,0, KENTUCK,4000, EDWARDS      ,-.58700001,-.81,.2199,.1952,-.80440003,-10.55379,49,6,.80599999
3,1118,51,0, KENTUCK,4000, BROWN        ,-.498,-.426,.078699999,.1639,-.0252,-13.9238,69,6,.81699997
3,7564,52,0, MARYLAN,5000, POTTS        ,.46799999,-.86299998,.12729999,.14030001,-.0208,-20.30644,68,12,.74199998
3,4333,52,0, MARYLAN,5000, HENRY        ,.15099999,-.639,.072300002,.075999998,-.2395,-15.48513,37,10,.65799999
3,9028,3,0, MASSACH,5000, STRONG       ,.59600002,.80299997,.1928,.104,-.38769999,-7.2337999,54,5,.875
3,1384,3,0, MASSACH,5000, CABOT        ,.63800001,.36399999,.142,.1591,.078400001,-11.68309,77,5,.85900003
3,5449,4,0, NEW HAM,4000, LANGDON      ,-.336,-.28600001,.088,.1049,-.13850001,-18.92811,56,7,.713
3,5713,4,0, NEW HAM,5000, LIVERMORE    ,.101,.995,.064400002,.1048,.0063,-17.64337,75,8,.79000002
3,3361,12,0, NEW JER,5000, FRELINGHUYS  ,.93599999,-.352,.2457,.21709999,.30919999,-19.85836,65,13,.73699999
3,8150,12,0, NEW JER,5000, RUTHERFURD   ,.94800001,-.242,.2166,.1822,.082999997,-20.384171,56,11,.69499999
3,5270,13,0, NEW YOR,5000, KING         ,.69400001,-.273,.1375,.091899998,.22669999,-17.19009,69,8,.77899998
3,1302,13,0, NEW YOR,4000, BURR         ,-.77499998,-.63200003,.2186,.1022,-.47299999,-9.2642803,53,5,.83999997
3,4212,47,0, NORTH C,4000, HAWKINS      ,-.106,-.73000002,.043900002,.094599999,-.069200002,-26.552099,73,15,.69499999
3,6012,47,0, NORTH C,4000, MARTIN       ,-.28099999,-.94700003,.0933,.083400004,-.082500003,-16.8255,76,7,.801
3,6712,14,0, PENNSYL,5000, MORRIS       ,.61799997,-.58600003,.1109,.081799999,.26109999,-18.186979,69,6,.76800001
3,8070,14,0, PENNSYL,5000, ROSS         ,1.454,-.57499999,.37020001,.271,.35710001,-33.402931,44,24,.46799999
3,951,5,0, RHODE I,5000, BRADFORD     ,.52499998,.46799999,.1024,.1575,.091200002,-12.37532,78,6,.85299999
3,3315,5,0, RHODE I,5000, FOSTER       ,.18000001,.63599998,.071900003,.088500001,.1468,-12.64327,75,5,.84500003
3,1346,48,0, SOUTH C,4000, BUTLER       ,-.43099999,-.90200001,.1148,.1443,-.3576,-6.6807098,34,3,.82200003
3,4837,48,0, SOUTH C,5000, IZARD        ,.33000001,-.58600003,.053100001,.1092,-.2559,-17.3526,68,6,.77499998
3,7989,6,0, VERMONT,4000, ROBINSON     ,-.74699998,.077,.1196,.25139999,-.1857,-9.4186296,59,4,.852
3,956,6,0, VERMONT,4000, BRADLEY      ,-.109,-.184,.036200002,.1279,-.061299998,-10.47244,48,4,.80400002
3,9215,40,0, VIRGINI,4000, TAYLOR       ,-.90899998,-.417,.2599,.1121,-.49759999,-4.2541499,35,2,.88599998
3,6594,40,0, VIRGINI,4000, MONROE       ,-.523,-.81199998,.20720001,.0713,-.50870001,-5.12468,44,2,.88999999
4,9489,1,0, CONNECT,1, TRUMBULL     ,.611,.50199997,.21610001,.2145,-.2816,-2.7013299,62,2,.95700002
4,9676,11,0, DELAWAR,1, VINING       ,.39199999,-.071000002,.1129,.1682,-.3538,-5.5450802,33,2,.84500003
4,5494,11,0, DELAWAR,1, LATIMER      ,.69999999,-.039999999,.1205,.1076,.051600002,-11.5986,75,7,.85699999
4,3877,44,0, GEORGIA,1, GUNN         ,.391,-.68000001,.1427,.1109,-.37360001,-24.215811,65,14,.68900001
4,9189,44,0, GEORGIA,200, TATTNALL     ,-.13600001,-.93900001,.0854,.1202,-.068599999,-8.7610998,47,3,.82999998
4,6000,51,0, KENTUCK,1, MARSHALL     ,-.22400001,.94999999,.068999998,.20810001,.00069999998,-19.11618,71,13,.764
4,1118,51,0, KENTUCK,200, BROWN        ,-.45100001,-.472,.056000002,.1229,-.076099999,-20.46727,78,14,.76899999
4,4333,52,0, MARYLAN,1, HENRY        ,.15099999,-.639,.072300002,.075999998,-.2395,-16.18589,63,7,.773
4,7564,52,0, MARYLAN,1, POTTS        ,.46799999,-.86299998,.12729999,.14030001,-.0208,-13.45704,51,9,.76800001
4,9028,3,0, MASSACH,1, STRONG       ,.59600002,.80299997,.1928,.104,-.38769999,-3.49122,54,2,.93699998
4,1384,3,0, MASSACH,1, CABOT        ,.63800001,.36399999,.142,.1591,.078400001,-1.6029,52,0,.97000003
4,5449,4,0, NEW HAM,200, LANGDON      ,-.685,-.25099999,.1469,.1194,-.15449999,-8.8202696,69,4,.88
4,5713,4,0, NEW HAM,1, LIVERMORE    ,.101,.995,.064400002,.1048,.0063,-16.71557,81,10,.81400001
4,8150,12,0, NEW JER,1, RUTHERFURD   ,.94800001,-.242,.2166,.1822,.082999997,-14.43016,72,8,.81800002
4,3361,12,0, NEW JER,1, FRELINGHUYS  ,.93599999,-.352,.2457,.21709999,.30919999,-4.6999402,32,2,.86299998
4,1302,13,0, NEW YOR,200, BURR         ,-.77499998,-.63200003,.2186,.1022,-.47299999,-21.092911,62,11,.71200001
4,5270,13,0, NEW YOR,1, KING         ,.64499998,-.273,.1327,.068099998,.2245,-6.1454101,47,2,.87699997
4,6012,47,0, NORTH C,200, MARTIN       ,-.28099999,-.94700003,.0933,.083400004,-.082500003,-18.311319,81,8,.79799998
4,800,47,0, NORTH C,200, BLOODWORTH   ,-.426,-.245,.0462,.1108,-.29809999,-13.80081,79,10,.83999997
4,8070,14,0, PENNSYL,1, ROSS         ,1.207,-.426,.31060001,.17659999,.34900001,-9.63832,79,5,.88499999
4,719,14,0, PENNSYL,1, BINGHAM      ,.76899999,-.639,.25139999,.070200004,.1719,-10.12571,79,3,.88
4,951,5,0, RHODE I,1, BRADFORD     ,.52499998,.46799999,.1024,.1575,.091200002,-12.89371,78,5,.84799999
4,3315,5,0, RHODE I,1, FOSTER       ,.164,.63599998,.077200003,.079800002,.0188,-13.34062,77,8,.84100002
4,7763,48,0, SOUTH C,1, READ         ,.792,-.38999999,.1793,.086400002,.0091000004,-20.511999,77,10,.76599997
4,1346,48,0, SOUTH C,200, BUTLER       ,-.43099999,-.90200001,.1148,.1443,-.3576,-10.2785,47,6,.80400002
4,7164,6,0, VERMONT,1, PAINE        ,.31099999,.69199997,.069499999,.084299996,-.1125,-8.31499,53,4,.85500002
4,7989,6,0, VERMONT,200, ROBINSON     ,-.74699998,.077,.1196,.25139999,-.1857,-8.8079596,57,5,.85699999
4,9238,40,0, VIRGINI,200, TAZEWELL     ,-.94300002,-.333,.2757,.1188,-.6142,-12.96327,78,6,.847
4,6063,40,0, VIRGINI,200, MASON        ,-1.5599999,-.066,.41510001,.31040001,.16230001,-14.40647,54,8,.76599997
5,4433,1,0, CONNECT,1, HILLHOUSE    ,.359,.528,.081799999,.1025,-.16140001,-34.76226,191,18,.83399999
5,9452,1,0, CONNECT,1, TRACY        ,.528,.60100001,.072099999,.1443,-.052299999,-29.019831,194,15,.861
5,5494,11,0, DELAWAR,1, LATIMER      ,.69999999,-.039999999,.1205,.1076,.051600002,-28.87657,157,15,.83200002
5,1823,11,0, DELAWAR,1, CLAYTON      ,.65700001,.097999997,.2119,.20039999,-.45280001,-13.16597,63,5,.81099999
5,3877,44,0, GEORGIA,1, GUNN         ,.55299997,-.63499999,.1824,.13070001,-.42789999,-14.7952,54,6,.75999999
5,9189,44,0, GEORGIA,200, TATTNALL     ,-.13600001,-.93900001,.0854,.1202,-.068599999,-13.02167,111,7,.889
5,1118,51,0, KENTUCK,200, BROWN        ,-.405,-.51800001,.041200001,.094800003,-.097999997,-37.11676,164,25,.79699999
5,6000,51,0, KENTUCK,1, MARSHALL     ,-.22400001,.94999999,.068999998,.20810001,.00069999998,-32.75629,130,19,.77700001
5,4628,52,0, MARYLAN,1, HOWARD       ,.54900002,-.089000002,.1363,.12890001,-.061999999,-68.013878,136,25,.60600001
5,5725,52,0, MARYLAN,1, LLOYD        ,.43399999,.73100001,.072800003,.1362,-.52340001,-22.038839,116,11,.82700002
5,8344,3,0, MASSACH,1, SEDGWICK     ,.70200002,.38800001,.1135,.1376,-.55589998,-20.688999,151,8,.87199998
5,3674,3,0, MASSACH,1, GOODHUE      ,.56800002,.39899999,.086900003,.1219,-.2042,-27.541599,190,15,.86500001
5,5713,4,0, NEW HAM,1, LIVERMORE    ,.101,.995,.064400002,.1048,.0063,-69.784866,185,37,.68599999
5,5449,4,0, NEW HAM,200, LANGDON      ,-1.034,-.21699999,.20829999,.1455,-.1211,-31.368589,144,19,.80400002
5,8964,12,0, NEW JER,1, STOCKTON     ,.71899998,.40599999,.1654,.1473,-.6049,-13.85277,145,6,.90899998
5,8150,12,0, NEW JER,1, RUTHERFURD   ,.94800001,-.242,.2166,.1822,.082999997,-12.45411,56,7,.801
5,2351,12,0, NEW JER,1, DAVENPORT    ,.57599998,.53299999,.142,.20469999,-.7008,-1.36911,28,0,.95200002
5,5498,13,0, NEW YOR,1, LAURANCE     ,.84200001,-.52899998,.2581,.1044,.53119999,-36.893311,153,7,.78600001
5,4469,13,0, NEW YOR,1, HOBART       ,.671,-.15700001,.24770001,.26589999,-.1847,-3.2582901,25,1,.87800002
5,6963,13,0, NEW YOR,1, NORTH        ,.27900001,-.097000003,.0836,.29949999,-.4021,-22.88924,84,13,.76099998
5,9874,13,0, NEW YOR,1, WATSON       ,.727,.043000001,.2244,.29730001,-.3574,-5.37046,29,3,.83099997
5,800,47,0, NORTH C,200, BLOODWORTH   ,-.426,-.245,.0462,.1108,-.29809999,-23.28009,133,13,.83899999
5,6012,47,0, NORTH C,200, MARTIN       ,-.28099999,-.94700003,.0933,.083400004,-.082500003,-45.3596,192,25,.79000002
5,8070,14,0, PENNSYL,1, ROSS         ,.96100003,-.27700001,.2563,.1172,.25130001,-19.34342,97,12,.81900001
5,719,14,0, PENNSYL,1, BINGHAM      ,.76899999,-.639,.25139999,.070200004,.1719,-57.504471,176,22,.72100002
5,3315,5,0, RHODE I,1, FOSTER       ,.147,.63599998,.083700001,.11,-.042300001,-46.06818,183,22,.77700001
5,951,5,0, RHODE I,1, BRADFORD     ,.52499998,.46799999,.1024,.1575,.091200002,-11.66893,26,6,.63800001
5,3791,5,0, RHODE I,1, GREENE       ,.28099999,.56900001,.084600002,.1098,-.22570001,-32.29298,112,18,.75
5,7763,48,0, SOUTH C,1, READ         ,.792,-.38999999,.1793,.086400002,.0091000004,-57.43877,186,32,.73400003
5,4753,48,0, SOUTH C,200, HUNTER       ,.041000001,-.963,.058699999,.1274,-.038400002,-7.19876,81,4,.91500002
5,1888,54,0, TENNESS,200, COCKE        ,-.63499999,.14,.060400002,.1152,-.2295,-1.5167201,26,0,.94300002
5,4843,54,0, TENNESS,200, JACKSON      ,-.51099998,.86000001,.1604,.1276,.57569999,-5.9960899,35,4,.84299999
5,174,54,0, TENNESS,200, ANDERSON     ,-.37,.48800001,.083700001,.1172,-.022600001,-20.72682,129,10,.852
5,7164,6,0, VERMONT,1, PAINE        ,.31099999,.69199997,.069499999,.084299996,-.1125,-34.138302,167,15,.815
5,1706,6,0, VERMONT,1, CHIPMAN      ,.45899999,.47600001,.081100002,.0942,-.2313,-21.503969,153,11,.86900002
5,9238,40,0, VIRGINI,200, TAZEWELL     ,-.94300002,-.333,.2757,.1188,-.6142,-39.813641,150,14,.76700002
5,6063,40,0, VIRGINI,200, MASON        ,-1.263,-.162,.3405,.1821,-.097000003,-24.67808,159,9,.85600001
6,9452,1,0, CONNECT,1, TRACY        ,.58899999,.48699999,.059799999,.1012,-.072499998,-11.28993,114,6,.90600002
6,4433,1,0, CONNECT,1, HILLHOUSE    ,.45199999,.294,.085000001,.089599997,-.1009,-61.332211,111,28,.57499999
6,9947,11,0, DELAWAR,1, WELLS        ,.76300001,.33500001,.0832,.17479999,-.1012,-10.64199,102,5,.90100002
6,5494,11,0, DELAWAR,1, LATIMER      ,.69999999,-.039999999,.1205,.1076,.051600002,-12.60899,100,5,.88200003
6,3877,44,0, GEORGIA,1, GUNN         ,.71499997,-.59100002,.2237,.15989999,-.4233,-22.57852,71,15,.72799999
6,379,44,0, GEORGIA,200, BALDWIN      ,-.35699999,-.57200003,.050000001,.086300001,-.0063,-10.2553,111,6,.912
6,6000,51,0, KENTUCK,1, MARSHALL     ,-.22400001,.94999999,.068999998,.20810001,.00069999998,-21.31146,104,10,.815
6,1118,51,0, KENTUCK,200, BROWN        ,-.35800001,-.56400001,.0436,.092500001,.034600001,-17.35898,106,8,.84899998
6,4628,52,0, MARYLAN,1, HOWARD       ,.54900002,-.089000002,.1363,.12890001,-.061999999,-14.43849,61,9,.78899997
6,5725,52,0, MARYLAN,1, LLOYD        ,.43399999,.73100001,.072800003,.1362,-.52340001,-12.44499,56,5,.801
6,4441,52,0, MARYLAN,1, HINDMAN      ,.68099999,-.044,.1044,.2809,.19750001,-2.48137,28,1,.91500002
6,2550,3,0, MASSACH,1, DEXTER       ,.245,.80299997,.067100003,.1983,-.29609999,-6.1863599,56,2,.89499998
6,3674,3,0, MASSACH,1, GOODHUE      ,.56800002,.39899999,.086900003,.1219,-.2042,-38.491348,71,14,.58200002
6,3303,3,0, MASSACH,1, FOSTER  D.   ,.54299998,-.829,.23890001,.081500001,.3626,-7.7249098,33,5,.79100001
6,6058,3,0, MASSACH,1, MASON        ,.47,.032000002,.097800002,.2013,.14229999,-6.0584202,35,2,.84100002
6,5713,4,0, NEW HAM,1, LIVERMORE    ,.101,.995,.064400002,.1048,.0063,-34.622761,112,17,.73400003
6,5449,4,0, NEW HAM,200, LANGDON      ,-1.3839999,-.182,.2714,.17730001,-.094899997,-21.18718,106,9,.81900001
6,2440,12,0, NEW JER,1, DAYTON       ,.42300001,.44,.079400003,.088799998,.1508,-13.5522,96,5,.86799997
6,8278,12,0, NEW JER,1, SCHUREMAN    ,.51899999,.22400001,.097000003,.1734,-.13850001,-15.56029,93,7,.84600002
6,5498,13,0, NEW YOR,1, LAURANCE     ,.84200001,-.52899998,.2581,.1044,.53119999,-29.62521,67,7,.64300001
6,6703,13,0, NEW YOR,1, MORRIS       ,.63599998,-.39700001,.15279999,.15719999,-.26809999,-4.41922,45,0,.90600002
6,233,13,0, NEW YOR,200, ARMSTRONG    ,-.18000001,-.465,.072999999,.1628,.20100001,-6.62714,28,4,.78899997
6,800,47,0, NORTH C,200, BLOODWORTH   ,-.426,-.245,.0462,.1108,-.29809999,-9.3469105,111,3,.91900003
6,3342,47,0, NORTH C,200, FRANKLIN     ,-.106,-.266,.054000001,.1165,-.31690001,-10.21627,115,3,.91500002
6,8070,14,0, PENNSYL,1, ROSS         ,.71399999,-.12800001,.2086,.1452,.1743,-21.47747,110,8,.82300001
6,719,14,0, PENNSYL,1, BINGHAM      ,.76899999,-.639,.25139999,.070200004,.1719,-19.22085,93,6,.81300002
6,3315,5,0, RHODE I,1, FOSTER  T.   ,.13,.63700002,.091600001,.15899999,.0594,-23.693529,110,8,.80599999
6,3791,5,0, RHODE I,1, GREENE       ,.28099999,.56900001,.084600002,.1098,-.22570001,-24.848009,108,10,.79400003
6,7455,48,0, SOUTH C,200, PINCKNEY     ,-.51999998,-.73000002,.1487,.116,-.75669998,-4.0406599,64,1,.93900001
6,7763,48,0, SOUTH C,1, READ         ,.792,-.38999999,.1793,.086400002,.0091000004,-27.716801,110,12,.77700001
6,1888,54,0, TENNESS,200, COCKE        ,-.63499999,.14,.060400002,.1152,-.2295,-11.12713,116,5,.90899998
6,174,54,0, TENNESS,200, ANDERSON     ,-.368,.38299999,.0616,.093199998,-.0125,-16.106689,110,11,.86400002
6,7164,6,0, VERMONT,1, PAINE        ,.31099999,.69199997,.069499999,.084299996,-.1125,-11.50742,87,5,.87599999
6,1706,6,0, VERMONT,1, CHIPMAN      ,.45899999,.47600001,.081100002,.0942,-.2313,-11.83675,92,6,.87900001
6,6913,40,0, VIRGINI,200, NICHOLAS     ,-.26499999,-.51499999,.048099998,.093900003,.1948,-9.3172102,112,7,.92000002
6,6063,40,0, VIRGINI,200, MASON        ,-.96600002,-.25799999,.26890001,.1082,-.42879999,-20.480801,106,2,.824
7,9452,1,0, CONNECT,1, TRACY  U.    ,.65100002,.373,.075499997,.086000003,.13249999,-4.7590699,61,2,.92500001
7,4433,1,0, CONNECT,1, HILLHOUSE J  ,.54500002,.059,.091799997,.088100001,.0055,-4.6043501,40,3,.89099997
7,10043,11,0, DELAWAR,1, WHITE  S.    ,.579,.154,.070600003,.108,.24959999,-10.46085,65,6,.85100001
7,9947,11,0, DELAWAR,1, WELLS  W.H.  ,.76499999,.30399999,.062399998,.1278,-.2031,-5.26966,69,3,.926
7,379,44,0, GEORGIA,200, BALDWIN  A.  ,-.35699999,-.57200003,.050000001,.086300001,-.0063,-8.8555202,77,3,.89099997
7,4854,44,0, GEORGIA,200, JACKSON  J.  ,-.347,-.458,.059099998,.1504,.24079999,-11.51885,71,7,.85000002
7,1118,51,0, KENTUCK,200, BROWN  J.    ,-.31200001,-.61000001,.061700001,.1174,.18979999,-11.93354,49,7,.78399998
7,994,51,0, KENTUCK,200, BRECKENRIDG  ,-.56099999,-.199,.0814,.1618,.28780001,-4.95398,73,2,.93400002
7,4628,52,0, MARYLAN,1, HOWARD J.E.  ,.54900002,-.089000002,.1363,.12890001,-.061999999,-3.7481301,70,1,.94800001
7,10396,52,0, MARYLAN,200, WRIGHT  R.   ,.081,.99699998,.1146,.1106,.1032,-7.9304399,67,5,.88800001
7,3303,3,0, MASSACH,1, FOSTER  D.   ,.54299998,-.829,.23890001,.081500001,.3626,-6.3690801,64,3,.90499997
7,6058,3,0, MASSACH,1, MASON  J.    ,.47,.032000002,.097800002,.2013,.14229999,-6.1911201,55,3,.89399999
7,7048,4,0, NEW HAM,1, OLCOTT  S.   ,.72500002,-.68599999,.2113,.106,.6347,-10.74194,76,5,.86799997
7,2440,12,0, NEW JER,1, DAYTON  J.   ,.42300001,.44,.079400003,.088799998,.1508,-6.3906298,56,3,.89200002
7,7029,12,0, NEW JER,1, OGDEN  A.    ,.565,-.039999999,.1068,.21690001,.31900001,-3.1705899,57,1,.94599998
7,6703,13,0, NEW YOR,1, MORRIS  G.   ,.63599998,-.39700001,.15279999,.15719999,-.26809999,-11.04738,66,6,.84600002
7,1847,13,0, NEW YOR,200, CLINTON D.W  ,-.36399999,-.55800003,.094999999,.24879999,.34150001,-5.4295101,55,4,.90600002
7,8977,47,0, NORTH C,200, STONE  D.    ,-.33899999,-.94099998,.16150001,.1061,-.047400001,-8.5074902,66,2,.87900001
7,3342,47,0, NORTH C,200, FRANKLIN J.  ,-.18099999,-.301,.031599998,.082400002,-.19670001,-9.7247105,63,5,.85699999
7,8070,14,0, PENNSYL,1, ROSS  J.     ,.46799999,.02,.1758,.2308,.2093,-1.93554,31,1,.93900001
7,5744,14,0, PENNSYL,200, LOGAN  G.    ,-.167,-.49599999,.080399998,.1025,.18529999,-12.24558,69,4,.83700001
7,3315,5,0, RHODE I,200, FOSTER  T.   ,.114,.63700002,.1018,.2132,.1656,-10.02508,71,4,.86799997
7,2903,5,0, RHODE I,200, ELLERY  C.   ,-.57999998,-.815,.1063,.1979,-.38980001,-7.0848498,73,4,.90799999
7,9088,48,0, SOUTH C,200, SUMTER  T.   ,-.55299997,-.82099998,.1062,.1723,.1402,-6.6953101,74,2,.91299999
7,1888,54,0, TENNESS,200, COCKE  W.    ,-.63499999,.14,.060400002,.1152,-.2295,-6.5983701,66,3,.90499997
7,174,54,0, TENNESS,200, ANDERSON J.  ,-.366,.27700001,.0416,.0704,-.00060000003,-9.0563898,73,5,.88300002
7,956,6,0, VERMONT,200, BRADLEY S.R  ,-.072999999,-.221,.042300001,.097800002,-.065499999,-16.421749,60,11,.76099998
7,6913,40,0, VIRGINI,200, NICHOLAS  W  ,-.26499999,-.51499999,.048099998,.093900003,.1948,-21.180389,73,11,.74800003
7,6063,40,0, VIRGINI,200, MASON  S.T.  ,-.66900003,-.35499999,.2034,.17910001,-.063299999,-4.7526898,66,1,.93099999
8,9452,1,0, CONNECT,1, TRACY  U.    ,.71200001,.259,.1067,.1108,.3351,-16.87463,101,7,.84600002
